time_s,lat_deg,lon_deg,alt_m
1779966218.7847607,41.151541327235606,-8.700660597415773,56.827370934188366
1779966218.8246324,41.15154251456689,-8.700660011809449,56.84363574907184
1779966218.8645093,41.15154368573387,-8.700659399886375,56.864587573334575
1779966218.9044135,41.15154482939032,-8.700658772900944,56.89071150869131
1779966218.944331,41.15154596500904,-8.700658138677147,56.92007086239755
1779966218.984368,41.15154708195389,-8.700657505603202,56.95368588156998
1779966219.0247128,41.15154818528077,-8.700656865756146,56.98960985150188
1779966219.0648742,41.151549283854905,-8.700656214337014,57.02623887080699
1779966219.1048522,41.151550364559924,-8.700655556553693,57.065601415000856
1779966219.1447988,41.15155144807137,-8.700654905104873,57.10567256156355
1779966219.1847124,41.15155252890913,-8.700654268418372,57.1451423028484
1779966219.2246344,41.151553610445305,-8.700653637614737,57.18341554235667
1779966219.2646081,41.15155470026219,-8.700653012106951,57.219500944018364
1779966219.3044748,41.15155579486175,-8.700652407725215,57.25270585808903
1779966219.344406,41.15155690895184,-8.700651824990194,57.28169846627861
1779966219.3842978,41.15155803260515,-8.700651254251731,57.30629737395793
1779966219.424676,41.15155917001621,-8.700650697665514,57.32597382646054
1779966219.464823,41.15156032719,-8.700650158546974,57.34010403882712
1779966219.5048401,41.1515614931264,-8.700649628530517,57.34821899328381
1779966219.5448313,41.151562675639305,-8.700649103477568,57.350597453303635
1779966219.5847754,41.151563869643226,-8.700648588065214,57.34650431666523
1779966219.624802,41.151565076264085,-8.700648082231455,57.33623132109642
1779966219.66472,41.15156629760668,-8.700647585997006,57.31980460509658
1779966219.7046318,41.151567527516974,-8.70064710614892,57.29706203844398
1779966219.7445767,41.15156877082092,-8.700646651679024,57.26956233009696
1779966219.7844868,41.151570018244804,-8.700646216729412,57.23782444559038
1779966219.8244185,41.151571266938674,-8.70064579274571,57.202607036568224
1779966219.864356,41.15157251392968,-8.70064537916413,57.16568261850625
1779966219.9042838,41.15157375609734,-8.70064498534324,57.12898802570999
1779966219.9444597,41.151574988090736,-8.700644597160833,57.09496164973825
1779966219.9846551,41.15157619895009,-8.700644182201065,57.0646713944152
1779966220.024844,41.15157738720944,-8.700643735617398,57.03815834317356
