time_s,alt_left_m,alt_right_m,alt_lightware_m
1779965511.03983,0.64,0.49900001525878906,
1779965511.0728517,0.5020000076293946,0.500999984741211,
1779965511.1039276,0.505999984741211,0.49900001525878906,
1779965511.1357424,0.669000015258789,0.49700000762939456,
1779965511.167679,0.7230000305175781,0.49599998474121093,1.85
1779965511.1996918,0.5,0.4979999923706055,1.74
1779965511.231641,0.79,0.495,1.76
1779965511.2636368,0.8009999847412109,0.5029999923706054,
1779965511.295628,0.8059999847412109,0.500999984741211,1.66
1779965511.3278801,0.49700000762939456,0.5029999923706054,
1779965511.3595784,0.7419999694824219,0.5,
1779965511.3915758,0.6790000152587891,0.4979999923706055,
1779965511.423897,0.644000015258789,0.5020000076293946,
1779965511.4555397,0.49700000762939456,0.5020000076293946,
1779965511.4875596,0.635,0.49700000762939456,
1779965511.5195324,0.640999984741211,0.49599998474121093,
1779965511.5515196,0.5750000000000001,0.5,
1779965511.5834873,0.5,0.49900001525878906,
1779965511.615946,0.669000015258789,0.505999984741211,
1779965511.647463,0.6759999847412109,0.49599998474121093,
1779965511.6794248,0.49700000762939456,0.500999984741211,
1779965511.7114067,0.5020000076293946,0.49700000762939456,
1779965511.7438064,0.4979999923706055,0.4979999923706055,
1779965511.7753952,0.49700000762939456,0.49400001525878906,
1779965511.8082669,0.674000015258789,0.4929999923706055,1.12
1779965511.8407173,0.7040000152587891,0.49900001525878906,1.15
1779965511.87136,0.8480000305175781,0.5,1.14
1779965511.9046242,0.850999984741211,0.500999984741211,1.15
1779965511.9359121,0.7119999694824218,0.4909999847412109,
1779965511.9672797,0.7869999694824219,0.4979999923706055,
1779965511.99933,0.7119999694824218,0.49700000762939456,
1779965512.0327141,0.6320000076293946,0.4909999847412109,
1779965512.0632474,0.49400001525878906,0.4979999923706055,1.08
1779965512.095478,0.49700000762939456,0.49599998474121093,1.01
1779965512.1284585,0.4979999923706055,0.495,1.0
1779965512.1592033,0.5020000076293946,0.49900001525878906,
1779965512.1911752,0.705999984741211,0.49400001525878906,
1779965512.2231922,0.7519999694824219,0.49900001525878906,
1779965512.2551637,0.7809999847412109,0.5020000076293946,0.95
1779965512.2871752,0.4979999923706055,0.49700000762939456,0.9
1779965512.3192317,0.84,0.49900001525878906,0.86
1779965512.3511457,0.745,0.4929999923706055,0.89
1779965512.3830876,0.8390000152587891,0.495,0.89
1779965512.4155278,0.8219999694824219,0.49700000762939456,0.85
1779965512.4475248,0.7640000152587891,0.4979999923706055,0.87
1779965512.4790967,0.720999984741211,0.49200000762939455,0.82
1779965512.5110629,0.7340000152587891,0.5040000152587891,0.9
1779965512.5437477,0.7340000152587891,0.49599998474121093,0.88
1779965512.575026,0.7390000152587891,0.500999984741211,0.7
1779965512.607191,0.7180000305175781,0.5,
1779965512.639315,0.750999984741211,0.49900001525878906,
1779965512.6710083,0.5029999923706054,0.49400001525878906,
1779965512.7031724,0.74,0.500999984741211,
1779965512.7350125,0.6790000152587891,0.5,
1779965512.7670057,0.7430000305175781,0.49900001525878906,
1779965512.7991867,0.7130000305175781,0.495,
1779965512.83104,0.6919999694824219,0.5020000076293946,
1779965512.8630564,0.779000015258789,0.5,
1779965512.8949277,0.7440000152587891,0.49200000762939455,
1779965512.9273129,0.789000015258789,0.49900001525878906,
1779965512.958862,0.6469999694824219,0.49700000762939456,
1779965512.9908404,0.5020000076293946,0.5,
1779965513.0233226,0.49900001525878906,0.5020000076293946,
1779965513.0549552,0.7919999694824219,0.5,1.45
1779965513.0868127,0.7130000305175781,0.49900001525878906,1.51
1779965513.1190047,0.5,0.5,1.53
1779965513.1508071,0.7080000305175781,0.5,1.53
1779965513.1827633,0.705,0.49900001525878906,
1779965513.217445,0.74,0.4979999923706055,1.57
1779965513.2467535,0.495,0.49900001525878906,1.61
1779965513.278727,0.7540000152587891,0.4979999923706055,
1779965513.3107238,0.750999984741211,0.5020000076293946,1.67
1779965513.343091,0.6140000152587891,0.5,1.78
1779965513.374691,0.774000015258789,0.49599998474121093,1.74
1779965513.4066806,0.7369999694824219,0.5,
1779965513.43876,0.710999984741211,0.505,
1779965513.4706404,0.779000015258789,0.49900001525878906,1.64
1779965513.5029984,0.7340000152587891,0.4979999923706055,1.71
1779965513.5346727,0.8069999694824219,0.49900001525878906,1.62
