time_s,lat_deg,lon_deg,alt_m
1779965519.7551143,41.14162897477254,-8.693494026998334,56.45119604188949
1779965519.7954226,41.14162896582527,-8.693494027446583,56.45380462426692
1779965519.8365748,41.14162908054697,-8.69349438105007,56.44333152845502
1779965519.8761759,41.14162917888915,-8.693494720567566,56.43682911898941
1779965519.9159923,41.14162916375824,-8.693494782044313,56.44165586028248
1779965519.9560812,41.14162922779533,-8.693495023580049,56.42217237967998
1779965519.9957232,41.14162920425816,-8.693495118445304,56.43484007194638
1779965520.0358832,41.14162924209051,-8.693495316269892,56.434465328231454
1779965520.0755808,41.141629295994626,-8.693495558634304,56.43234598264098
1779965520.115361,41.141629280840974,-8.693495718223225,56.449299591593444
1779965520.1552126,41.14162933500463,-8.693495980392294,56.45086243469268
1779965520.1951005,41.14162931255731,-8.693496161922322,56.47191503085196
1779965520.2350886,41.141629322476696,-8.693496364883467,56.49071679171175
1779965520.2752666,41.1416293305938,-8.693496570632297,56.51127518899739
1779965520.3156457,41.14162929510287,-8.693496756254186,56.54033172316849
1779965520.3556972,41.14162931326704,-8.693496965621636,56.56661412678659
1779965520.3957422,41.141629268930416,-8.693497155094805,56.59888005722314
1779965520.4358194,41.141629249497704,-8.693497344605293,56.632739594206214
1779965520.4756622,41.141629226998255,-8.693497535246088,56.66722755506635
1779965520.5155215,41.141629173919334,-8.693497726424138,56.70278035849333
1779965520.5553994,41.14162917100322,-8.693497921385273,56.73969898559153
1779965520.5952766,41.141629117199514,-8.693498113131923,56.77519411407411
1779965520.6352398,41.14162908575915,-8.693498309029595,56.810508059337735
1779965520.6750863,41.14162906145006,-8.693498504658924,56.845260890200734
1779965520.7154675,41.14162901220908,-8.693498701486645,56.87749574612826
1779965520.755725,41.1416289995706,-8.693498906673025,56.909188884310424
1779965520.7956502,41.14162896343934,-8.693499094798943,56.93890979979187
1779965520.8356094,41.141628949649075,-8.69349928017776,56.96639684122056
1779965520.8755183,41.141628942961646,-8.693499461335735,56.9919568002224
1779965520.9163077,41.141628931566416,-8.69349963787254,57.014700785279274
1779965520.9558525,41.141628954507816,-8.693499809372945,57.03533041290939
1779965520.995533,41.14162896049215,-8.693499977288264,57.05254324991256
1779965521.0361812,41.14162898674497,-8.693500139825918,57.06658433191478
1779965521.07589,41.14162902410457,-8.693500298562846,57.07763841561973
1779965521.1159472,41.141629049940235,-8.69350046199942,57.085255465470254
