time_s,roll_deg,pitch_deg,yaw_deg
1779965538.7691336,-0.04995076134781099,-0.7030035597759465,-46.066336086026375
1779965538.77113,-0.05447900166623064,-0.727811373138482,-46.06871144413206
1779965538.7731233,-0.059355862975997875,-0.75295623247731,-46.071094115330546
1779965538.7751164,-0.0644459396504974,-0.7787150575458542,-46.07347636344457
1779965538.7771099,-0.06973392432838822,-0.8053032439158114,-46.075830412281505
1779965538.7791033,-0.07534091054474411,-0.8325063179281594,-46.07818090182132
1779965538.7810967,-0.08135793236776241,-0.8598924698568424,-46.08066329388982
1779965538.7830906,-0.0874947367825943,-0.887483416215045,-46.083341181648045
1779965538.7850847,-0.09423681374879467,-0.9145580654436642,-46.08621081010768
1779965538.7870786,-0.10123308848416879,-0.9401029556798258,-46.089260966123305
1779965538.7890723,-0.10873250398347067,-0.9656034280901699,-46.092508324804356
1779965538.791066,-0.11677349952108246,-0.9922576445780261,-46.095894260551525
1779965538.7930593,-0.12506447811795507,-1.020766829134144,-46.099303423524134
1779965538.7950532,-0.132850090524361,-1.050649192450878,-46.10258527008431
1779965538.797049,-0.1416948924385233,-1.0777483734887192,-46.105894548752765
1779965538.799043,-0.15144696224465523,-1.1042023504103033,-46.10955194084879
1779965538.8010364,-0.15971236592772622,-1.1354754180316153,-46.11374051014329
1779965538.8030303,-0.16785968548905245,-1.1675253094351001,-46.11784211275756
1779965538.8050253,-0.1782480042587955,-1.193648630140248,-46.12127065482318
1779965538.807019,-0.1874515894513274,-1.2173843438036187,-46.1245344181101
1779965538.8090136,-0.19528717065132656,-1.2450602933421742,-46.128159163354624
1779965538.8110075,-0.2044315821838446,-1.2737361415104083,-46.13180308386814
1779965538.813056,-0.21304675283283245,-1.2998757297325123,-46.13513615667594
1779965538.8151586,-0.22072211609575226,-1.3268336998073789,-46.13815868176667
1779965538.8171923,-0.2293357979206404,-1.356125164632802,-46.14175890756638
1779965538.8192167,-0.23723604009184499,-1.3831144480959623,-46.14506979799867
1779965538.821231,-0.24471646880184056,-1.4083982712075218,-46.14803531019815
1779965538.8232796,-0.25234388212503106,-1.435443834326055,-46.15100898658434
1779965538.8252728,-0.26016301301668604,-1.4609069972694344,-46.15390256635993
1779965538.827266,-0.26727800817841574,-1.485083192464655,-46.15671715462314
1779965538.8292513,-0.27380256023986327,-1.5090057927410712,-46.15971337238896
1779965538.8312423,-0.2807814169691898,-1.5310351890981055,-46.162839076193116
1779965538.8332353,-0.28854273565870453,-1.5541419231924867,-46.16592326153949
1779965538.8352234,-0.2956831651855123,-1.5805406944382492,-46.16909356979586
1779965538.837209,-0.30233959996232507,-1.6039153653947966,-46.172373107146974
1779965538.8391955,-0.30985244392540684,-1.6236840865307698,-46.175611327246116
1779965538.8411846,-0.3178247397795184,-1.6451427015029039,-46.17883942416928
1779965538.8431752,-0.3252549273034342,-1.6675808352370942,-46.182379196810935
1779965538.8451622,-0.3325659032697522,-1.6883623601564082,-46.186244743076436
1779965538.8471496,-0.3408425402366482,-1.7080940872622283,-46.190131519641675
1779965538.8491375,-0.34929136593364035,-1.7248036513862384,-46.193725587965325
1779965538.8511257,-0.35773117991850184,-1.7416912616747247,-46.19734893394878
