time_s,photo_err,valid_frac,latency_ms
86.330,14.4420,0.3222,115.09
86.638,14.7363,0.3327,122.80
86.800,14.8976,0.3522,159.71
86.929,14.8534,0.3485,123.33
87.058,14.0363,0.3630,126.15
87.250,14.1184,0.3841,183.39
87.394,13.8226,0.3731,135.28
87.563,13.6374,0.3837,167.68
87.712,13.6072,0.3672,136.29
87.883,13.8393,0.3107,168.25
87.989,12.8275,0.3280,104.21
88.187,12.3546,0.3207,102.84
88.524,14.1511,0.3231,112.69
88.823,15.3753,0.3432,106.16
89.070,14.2240,0.3245,103.91
89.278,14.5726,0.3302,157.41
89.538,14.0658,0.3603,127.24
89.762,13.9793,0.3731,172.51
89.894,13.6652,0.3963,129.78
