time_s,photo_err,valid_frac,latency_ms
67.693,13.3333,0.1576,9.89
67.994,13.7413,0.1754,8.86
68.189,13.9538,0.1854,9.13
68.306,14.8466,0.1859,10.40
68.589,14.6738,0.1781,8.55
68.880,14.1525,0.1504,8.93
69.179,12.9327,0.1685,8.51
69.325,12.8908,0.1615,8.14
69.515,13.6306,0.1721,8.09
69.806,13.9152,0.1972,8.50
70.105,13.7195,0.2051,8.64
70.409,13.6901,0.1770,9.23
70.701,13.5129,0.1560,8.93
70.997,13.2662,0.1467,8.40
71.383,13.4438,0.1849,8.82
71.685,13.6264,0.1748,8.41
71.984,14.5568,0.1657,8.00
72.297,13.8961,0.1510,10.71
72.596,13.8786,0.1553,8.89
72.889,13.5256,0.1708,8.75
73.178,13.9063,0.1793,8.76
73.507,13.6428,0.1860,8.44
73.645,13.5021,0.1844,8.05
73.819,13.7599,0.1876,8.25
74.116,13.4484,0.1789,7.96
74.429,14.0522,0.1743,7.82
74.670,14.5342,0.1689,9.79
74.763,14.4544,0.1654,9.85
74.909,14.0635,0.1543,9.29
75.199,13.6074,0.1539,8.88
75.495,13.7184,0.1722,8.35
75.800,13.1586,0.1813,8.38
76.084,12.6624,0.1916,8.57
76.393,12.8037,0.1793,8.57
76.677,13.1824,0.1622,9.31
76.824,13.5177,0.1597,8.26
77.046,13.6618,0.1521,8.34
77.138,13.7141,0.1511,8.61
77.268,13.5092,0.1539,9.34
77.414,13.3202,0.1511,9.38
77.574,13.6184,0.1553,8.41
77.703,13.3095,0.1541,8.71
77.858,13.5235,0.1490,8.74
78.000,13.9670,0.1622,9.01
78.150,13.5341,0.1649,7.92
78.304,14.1039,0.1695,9.51
78.463,13.5806,0.1633,8.22
78.647,13.6311,0.1635,11.52
78.764,13.4104,0.1764,8.89
78.888,13.2406,0.1648,8.60
79.035,13.4057,0.1754,8.26
79.186,13.3342,0.1727,8.31
79.481,13.4167,0.1863,8.54
79.776,13.3556,0.1800,8.16
79.966,13.1644,0.1861,8.49
80.082,13.1623,0.1776,8.40
80.263,12.9228,0.1920,9.21
80.381,13.1510,0.1655,8.33
80.592,13.5641,0.1654,8.06
80.675,13.1472,0.1571,8.38
80.816,12.7407,0.1483,8.26
80.966,13.1414,0.1598,7.96
81.122,12.7260,0.1737,8.43
81.308,12.4480,0.1870,9.10
81.456,12.0462,0.1870,7.88
81.617,12.5113,0.1861,8.53
81.723,13.0775,0.1841,9.33
81.873,12.5290,0.1784,9.29
82.071,13.4554,0.1648,9.20
82.176,12.7837,0.1455,9.55
82.328,12.6193,0.1453,11.15
82.466,12.9154,0.1408,9.40
82.622,13.1148,0.1493,9.59
82.767,12.3675,0.1789,9.17
82.946,12.5581,0.1724,11.32
83.215,13.3958,0.1703,9.76
83.509,15.0133,0.1547,8.78
83.818,14.8762,0.1627,8.63
84.110,14.3016,0.1726,9.48
84.402,13.4860,0.1588,8.39
84.700,13.2066,0.1706,8.66
84.916,12.5690,0.1739,8.89
85.216,12.5982,0.2018,9.13
85.503,12.5435,0.1856,9.14
85.798,13.7962,0.1585,9.07
86.087,14.2150,0.1370,8.67
86.380,14.4157,0.1442,9.16
86.531,14.7543,0.1523,8.48
86.674,14.0918,0.1622,8.22
86.820,14.2483,0.1617,8.14
86.962,13.4057,0.1827,8.56
87.113,13.6067,0.1804,8.27
87.259,13.4741,0.1691,8.06
87.406,13.5336,0.1821,8.55
87.625,14.0820,0.1783,8.83
87.721,13.8818,0.1731,8.95
87.998,13.5500,0.1816,10.41
88.290,14.0831,0.1702,9.40
88.590,14.7296,0.1483,8.56
88.878,14.1563,0.1392,8.60
89.020,14.4158,0.1382,8.93
89.181,13.4372,0.1472,9.53
89.329,13.6059,0.1513,9.09
89.467,13.3481,0.1527,8.28
89.621,13.1904,0.1615,8.38
